proCodeId,proId,proCode,codeDesc,associatedWithProCode,minQty,maxQty,minSize,maxSize,chargePerUnit,billWithIntEM,billWithFUEM,leftRightSepration,billAlone,printByRows,splitInMultipleVisits,effectiveSince,effectiveTill,deleted,created_by,update_by,created_date,update_date,created_ip,update_ip,addOn,proName
688,362,CF210,Kybella,,1,100,0,0,0,0,0,0,0,0,0,1/1/2016,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Kybella
689,14,67700,Incision & Drainage,,1,20,0,0,0,0,0,0,0,0,0,6/1/2016,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Incision & Drainage
690,26,CL032,Laser Treatment,,1,100,0,0,0,0,0,0,0,0,0,10/1/2015,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Laser Treatment
691,52,21931,"Excision, tumor, soft tissue of back or flank, subcutaneous; 3 cm or greater",,1,1,3,50,0,0,0,0,0,0,0,10/1/2013,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Excision Benign Lesion & Margins
692,363,10140,"Incision and drainage of hematoma, seroma or fluid",,1,10,0,0,1,0,0,0,0,0,0,10/1/2015,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,"Incision and drainage of hematoma, seroma or fluid"
693,364,10180,"Incision & drainage, complex, postoperative wound",,1,10,0,0,1,0,0,0,0,0,0,10/1/2015,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,"Incision & drainage, complex, postoperative wound"
694,365,CP010,PRP c Needling,,1,1,0,0,1,1,1,0,0,0,0,10/1/2016,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,PRP c Needling
695,366,CP011,PRP wo microneedling,,1,1,0,0,1,1,1,0,0,0,0,10/1/2016,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,PRP wo microneedling
696,288,CF125,Vollure,,1,100,0,0,1,0,0,0,0,0,0,10/31/2017,0000-00-00,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Filler
697,288,CF126,Filler,,1,100,0,0,0,0,0,0,0,0,0,11/27/2017,0000-00-00,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Filler
698,367,C0041,Thread  Lift,,1,200,0,0,0,1,1,0,0,0,0,1/1/2018,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Thread  Lift
699,37,11102,"Tangential biopsy of skin (e.g., shave, scoop, saucerize); single lesion, superficial sampling of epidermis/dermis",,1,1,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
700,37,11103,Each additional tangential biopsy lesion; add-on code used with primary code 11102,11102,2,20,0,0,1,0,0,0,0,0,0,1/2/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
701,37,11104,"Punch biopsy of skin; single lesion, full-thickness cylindrical sample using punch tool (epidermis, dermis or subcutaneous tissue)",,1,1,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2019,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
702,37,11105,Each additional punch biopsy lesion; add-on code used with primary code 11104,11104,2,20,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
703,37,11106,"Incisional biopsy of skin (e.g., wedge); single lesion, deeper sample taken with scalpel, may extend into subcutaneous tissue",,1,1,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
704,37,11107,Each additional incisional biopsy lesion; add-on code used with primary code 11106,11106,2,20,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
705,249,96999,Xtrac Laser Treatment,,1,50,999.9,999.9,0,0,0,0,0,0,0,1/1/2013,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Xtrac Laser Treatment
706,368,X9997,Patch Test 65 - Initial Reading,,0,0,0,0,0,0,0,0,0,0,0,10/25/2019,0000-00-00,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch Test 65 - Initial Reading
707,369,X9997,Patch Test 80 - Inital Reading,,1,1,0,0,0,0,0,0,0,0,0,11/8/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch Test 80 - Inital Reading
708,275,J3301,Triamcinolone 40mg Acetonide,,4,20,0,0,1,1,1,0,0,0,0,2/12/2020,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Triamcinolone
709,353,23071,Soft Tissue Excision,,1,10,3,100,1,0,0,0,0,0,0,1/1/2018,12/31/2030,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
710,271,96401,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,1,100,0,0,1,0,0,0,0,0,0,10/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Injection Subcutaneous/Intramuscular
711,37,40808,Biopsy of vestibule of mouth; removal of tissue from oral vestibule (area between lips/cheeks and teeth/gums) for diagnostic evaluation,,1,10,0,0,1,0,0,0,0,0,0,10/1/2019,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
712,292,96920,Treatment for inflammatory skin disease (psoriasis); total area less than 250 sq cm,,1,50,0,0,0,0,0,0,1,0,0,12/1/2019,1/1/2030,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Narrow Band UVB Phototherapy
713,370,96401,Injection and Intravenous Infusion Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration,,1,100,0,0,1,0,0,0,0,0,0,10/19/2020,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,IM -Biologics
714,371,95044,Patch Test 90 - Application,,0,90,0,0,1,0,0,0,0,0,0,2/22/2021,2/22/2025,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch Test 90 - Application
715,372,95044,Patch test 87 - Application,,87,87,0,0,1,0,0,0,0,0,0,4/14/2021,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch test 87 - Application
716,373,X9997,Patch test 87 - Day 1,,0,0,0,0,0,0,0,0,0,0,0,4/14/2021,0000-00-00,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch test 87 - Day 1
717,374,X9997,Patch test 87 - Final,,87,87,0,0,1,0,0,0,0,0,0,4/14/2021,12/31/2050,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Patch test 87 - Final
718,375,17999,Unlisted Procedure,,1,100,0,0,1,0,0,0,0,0,0,10/1/2020,12/31/2030,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Unlisted Procedure
719,37,41100,"Biopsy of anterior two-thirds of tongue; removal of tissue sample from oral tongue for diagnostic purposes (e.g., suspicious lesion, malignancy)",,1,20,0,0,0,0,0,0,0,0,0,10/1/2020,12/31/2030,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
720,376,77427,OTV w U/S,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,OTV w U/S
721,378,77427,Radiation Management Weekly,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2052,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Management Weekly
722,379,G6001,Ultrasound Evaluation - Ultrasound Guidance,,1,100,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Ultrasound Evaluation - Ultrasound Guidance 
724,381,77336,Radiation Physics Consult Weekly,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Physics Consult Weekly
725,382,77300,Radiation Therapy Dose Plan-Field Calculation,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Therapy Dose Plan-Field Calculation
726,382,77334,Radiation Therapy Dose Plan-Field Calculation,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Therapy Dose Plan-Field Calculation
727,383,77334,Radiation Treatment Aid(s),,1,100,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Treatment Aid(s)
728,384,77261,Therapeutic Radiology Treatment Planning,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Therapeutic Radiology Treatment Planning
729,384,77262,Therapeutic Radiology Treatment Planning,,1,1,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Therapeutic Radiology Treatment Planning
730,384,77263,Therapeutic Radiology Treatment Planning,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Therapeutic Radiology Treatment Planning
731,385,77280,Image Guided Field Placement,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Therapy Field
732,385,77285,Set Radiation Therapy Field,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Therapy Field
733,385,77290,Set Radiation Therapy Field,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Therapy Field
734,386,77331,Special Radiation Therapy Aid,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Special Radiation Therapy Aid
735,388,88341,Special Stain,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,12/31/2031,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Special Stain
736,227,88341,Pathology Special Staining,,2,100,0,0,1,0,0,0,0,0,0,4/1/2021,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,path
737,389,17380,Electrolysis EPILATION,,0,100,0,0,0,0,0,0,0,0,0,1/1/2022,4/30/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Electrolysis EPILATION
738,390,Glow,Diamond Glow,,1,100,0,0,1,1,1,0,0,0,0,5/1/2022,12/31/2030,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Diamond Glow
739,386,77332,Special Radiation Therapy Aid,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,6/30/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Special Radiation Therapy Aid
740,379,77387,Ultrasound Evaluation - Ultrasound Guidance,,0,0,0,0,0,0,0,0,0,0,0,1/1/2022,6/30/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Ultrasound Evaluation - Ultrasound Guidance 
741,14,123123,Incision & Drainage,,1,100,0,0,1,0,0,0,0,0,0,1/1/2022,9/30/2030,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Incision & Drainage
742,353,21552,Soft Tissue Excision,,1,10,3,10,0,1,1,0,0,0,0,1/1/2022,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
743,383,77333,Radiation Treatment Aid(s),,1,10,0,0,0,0,0,0,0,0,0,1/1/2019,12/31/2031,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Radiation Treatment Aid(s)
744,391,J3245,Ilumya,,1,500,0,0,1,0,0,0,0,0,0,2/1/2023,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Ilumya
746,353,21933,"Soft Tissue Excision of back or flank, subfascia, greater than 5cm",,0,0,5,0,0,0,0,0,0,0,0,12/1/2022,12/31/2050,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
747,392,Q4217,Allograft,,0,0,0,0,1,0,0,0,0,0,0,5/2/2023,5/2/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Allograft
748,37,55666,this is testing,,1,10,540,550,0,0,0,0,0,0,0,5/1/2023,5/31/2023,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Biopsy
749,39,4455,Destruction Malignant Lesion,,1,2,200,550,0,0,0,0,0,0,0,5/18/2023,5/18/2023,1,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Destruction Malignant Lesion
750,353,25071,"Excision of Soft Tissue for forearm and/or wrist, subcutaneous - Greater than 3.0cm",,0,0,3,10,0,0,0,0,0,0,0,6/1/2023,12/31/2099,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
751,227,88431,Pathology Special Staining,,1,100,0,0,1,0,0,0,0,0,0,1/1/2020,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,path
752,393,88342,Pathology Special Staining,,1,1,0,0,1,1,1,0,0,0,0,1/1/2013,6/13/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Immuno Stains
753,393,88341,Pathology Special Staining,,2,100,0,0,1,1,1,0,0,0,0,1/1/2013,6/13/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Immuno Stains
754,394,88312,Pathology Special Staining,,1,100,0,0,1,1,1,0,0,0,0,1/1/2013,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Fungal Stain
755,395,88313,Pathology Special Staining,,1,100,0,0,1,1,1,0,0,0,0,1/1/2013,12/31/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Giemsa Stain
756,397,CNC01,Ear Lobe Repair,,0,0,0,0,0,0,0,0,0,0,0,1/1/2023,12/31/2040,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Ear Lobe Repair
757,398,CB003,Lip Flip,,0,0,0,0,0,0,0,0,0,0,0,11/8/2023,11/8/2023,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Lip Flip
758,353,28039,"Excision, tumor, soft tissue of foot and toes subcutaneous; greater than 1.5cm",,0,0,1.5,10,0,0,0,0,0,0,0,11/1/2023,12/31/2099,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
759,353,26111,"Excision, tumor, soft tissue of hand or finger, subcutaneous; less than 1.5 cm",,1,20,0,1.4,1,0,0,0,0,0,0,11/1/2023,12/31/2099,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
760,353,27337,"Excision, tumor, soft tissue of thigh and knee subcutaneous; greater than 3 cm",,1,20,3,10,0,0,0,0,0,0,0,11/1/2023,12/31/2099,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
761,353,27632,"Excision, tumor, soft tissue of lower leg and ankle, subcutaneous;  3 cm and greater",,1,20,3,10,0,0,0,0,0,0,0,11/1/2023,12/31/2099,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Soft Tissue Excision
763,399,GLO2F,Glo2Facial,,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,0,32001,0000-00-00 00:00:00,1/29/2024 18:13,0,54.177.219.180,0,Glo2Facial
764,400,J7354,YCanth,,0,0,0,0,0,0,0,0,0,0,0,5/1/2024,12/31/2099,0,32002,0,5/28/2024 10:00,0000-00-00 00:00:00,54.177.219.180,0,0,YCanth
765,401,SCULPT,Sculptra,,1,100,0,0,0,0,0,0,0,0,0,6/1/2024,12/31/2099,0,32037,32002,6/17/2024 9:57,7/1/2024 8:06,54.177.219.180,54.177.219.180,0,Sculptra
766,52,11450,HS - Axillary w/Simple or Intermediate Closure,,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 9:55,10/16/2024 9:41,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
767,52,11451,HS -Axillary - w/Complex Closure,,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 9:57,10/16/2024 9:41,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
768,52,11462,HS - Inguinal w/Simple or Intermediate Closure,,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 9:58,10/16/2024 9:42,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
769,52,11463,HS - Inguinal w/Complex Closure,,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 9:59,10/16/2024 9:42,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
770,52,11470,"HS - Perianal, Perineal, Umbilical w/Simple or Intermediate Closure",,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 10:00,10/16/2024 9:43,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
771,52,11471,"HS - Perianal, Perineal, Umbilical w/Complex Closure",,1,10,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,32037,8/28/2024 10:01,10/16/2024 9:43,54.177.219.180,54.177.219.180,0,Excision Benign Lesion & Margins
772,26,17999,Laser Treatment,,0,0,0,0,0,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32078,0,9/4/2024 5:56,0000-00-00 00:00:00,54.177.219.180,0,0,Laser Treatment
773,402,88313,Fontana Masson Stain,,1,100,0,0,1,0,0,0,0,0,0,1/1/2024,12/31/2099,0,32037,0,10/16/2024 9:12,0000-00-00 00:00:00,54.177.219.180,0,0,Fontana-Masson Stain
774,405,12345,Test Procedure,,0,100,0,100,0,0,0,0,1,0,0,5/16/2025,5/16/2025,0,32001,32001,5/16/2025 2:45,5/16/2025 2:49,54.153.66.213,54.153.66.213,0,Test Procedure
775,406,1234,Test,,1,10,0,0,0,1,1,0,0,0,0,6/17/2025,6/17/2025,0,32001,32001,6/16/2025 20:24,6/16/2025 17:50,54.153.66.213,103.207.87.251,0,Skin Testing
776,406,5678,Skin Testing,,0,0,0,0,0,0,0,0,0,0,0,6/17/2025,6/17/2025,0,32001,0,6/16/2025 20:25,0000-00-00 00:00:00,54.153.66.213,0,0,Skin Testing
777,406,9123,Skin Testing,,0,0,0,0,0,0,0,0,0,0,0,6/17/2025,6/17/2025,0,32001,0,6/16/2025 20:25,0000-00-00 00:00:00,54.153.66.213,0,0,Skin Testing
778,407,95024,Food Allergens,,0,64,0,500,1,0,0,0,0,0,0,6/17/2025,6/17/2050,0,32001,32001,6/16/2025 19:54,7/10/2025 5:28,103.207.87.251,54.153.66.213,0,Food Allergens
779,408,95004,Food Allergens (Initial Reading),,0,1,0,500,0,0,0,0,0,0,0,6/18/2025,6/18/2050,0,32001,32001,6/17/2025 15:21,6/17/2025 15:22,103.207.87.251,103.207.87.251,0,Food Allergens (Initial Reading)
780,409,,Patch Testing,,0,100,0,0,1,0,0,0,0,0,0,7/10/2025,7/10/2025,1,32001,32001,7/9/2025 20:16,7/10/2025 3:02,103.207.87.251,54.153.66.213,0,Patch Testing 
781,409,95044,Patch Testing,,0,100,0,0,1,0,0,0,0,0,0,7/10/2025,7/11/2050,0,32001,32001,7/10/2025 3:02,7/10/2025 19:41,54.153.66.213,103.207.87.251,0,Patch Testing 
782,410,Q4265,Neotism TL,,0,0,0,0,1,0,0,0,0,0,0,1/1/2025,7/16/2053,0,32001,32001,7/15/2025 22:14,7/15/2025 22:15,54.153.66.213,54.153.66.213,0,Neotism TL
783,411,Q4265,NEOSTIM,,0,0,0,0,0,0,0,0,0,0,0,7/16/2025,7/16/2025,1,32001,32001,7/16/2025 0:06,7/16/2025 0:35,54.153.66.213,54.153.66.213,0,NEOSTIM
784,411,Q4265,NEOSTIM,,0,0,0,0,1,0,0,0,0,0,0,7/16/2025,7/16/2025,0,32001,0,7/16/2025 0:37,0000-00-00 00:00:00,54.153.66.213,0,0,NEOSTIM
785,412,CT200EE,Test Code,,0,0,0,0,1,0,0,0,0,0,0,7/16/2025,7/16/2099,0,32001,32001,7/16/2025 0:44,7/16/2025 0:44,54.153.66.213,54.153.66.213,0,Test Pro
786,412,CB2000EEE,Test Pro,,1,100,0,0,1,0,0,0,0,0,0,7/17/2025,7/17/2025,0,32001,32001,7/16/2025 21:21,7/16/2025 21:32,54.153.66.213,54.153.66.213,0,Test Pro
787,412,feger4543,Test Pro,,0,0,0,0,0,0,0,0,0,0,0,7/17/2025,7/17/2025,0,32001,0,7/16/2025 21:22,0000-00-00 00:00:00,54.153.66.213,0,0,Test Pro
788,413,95115,Immunotherapy Injections,,1,1,0,0,1,0,0,0,1,0,0,7/27/2025,7/27/2070,0,32001,32001,7/26/2025 19:46,12/25/2025 20:30,139.135.63.20,54.153.66.213,0,Immunotherapy Injections
789,413,95115,Immunotherapy Injections,95117,1,1,0,0,1,0,0,0,0,0,0,7/27/2025,7/27/2070,1,32001,32001,7/26/2025 19:46,7/26/2025 19:46,139.135.63.20,139.135.63.20,0,Immunotherapy Injections
790,413,95117,Immunotherapy Injections,,1,1,0,0,1,0,0,0,1,0,0,7/27/2025,7/27/2070,0,32001,32001,7/26/2025 19:47,2/18/2026 18:29,139.135.63.20,54.153.66.213,0,Immunotherapy Injections
791,415,95024,Intradermal,10009,0,100,0,500,1,0,0,0,0,0,0,7/29/2025,7/29/2099,0,32001,32001,7/29/2025 3:00,1/29/2026 21:24,54.153.66.213,54.153.66.213,0,Intradermal
792,416,95004,Aeroallergens,,0,70,0,500,0,0,0,0,0,0,0,7/28/2025,7/28/2099,0,32001,32001,7/29/2025 3:31,7/29/2025 3:47,54.153.66.213,54.153.66.213,0,Aeroallergens
793,417,95165,Vial Prep,,0,72,2.4,10,0,0,0,0,0,0,0,9/23/2025,9/23/2025,0,32001,32001,9/22/2025 23:24,9/22/2025 23:25,103.207.87.251,103.207.87.251,0,Vial Prep
794,418,10009,PRONOX,,0,100,0,100,0,0,0,0,0,0,0,1/30/2026,12/31/2034,0,32001,0,1/29/2026 21:20,0000-00-00 00:00:00,54.153.66.213,0,0,PRONOX
795,419,56251003,Nebulizer Therapy,,0,100,0,100,0,0,0,0,0,0,0,3/1/2026,8/1/2027,0,32001,32001,3/8/2026 11:46,3/8/2026 11:57,54.153.66.213,54.153.66.213,0,Nebulizer Therapy
796,380,77436,"Surface radiation therapy (SRT) planning and simulation for superficial or orthovoltage therapy/treatments, including simulation-aided field setting for cutaneous targets.",,1,999,0,0,0,0,0,1,0,1,0,4/30/2026,4/30/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Surface radiation therapy (SRT); planning
797,380,77437,Superficial radiation therapy or treatment (SRT) delivery at up to 150 kV per fraction,,1,999,0,0,0,0,0,1,0,1,0,4/30/2026,4/30/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Surface radiation therapy (SRT); superficial delivery
798,380,77438,Orthovoltage radiation therapy or  treatment delivery greater than 150 kV and up to 500 kV per fraction,,1,999,0,0,0,0,0,1,0,1,0,4/30/2026,4/30/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,0,Surface radiation therapy (SRT); orthovoltage delivery
799,380,77439,Add-on code for ultrasound image guidance used to place superficial or orthovoltage therapy/treatment fields for cutaneous tumors. Documentation must include the ultrasound images and any field adjustments made based on those images. Report this code once per course of treatment and only with 77437 or 77438,77437|77438,1,999,0,0,0,0,0,0,0,1,0,4/30/2026,4/30/2050,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,0,0,1,Surface radiation therapy (SRT); ultrasound guidance
